ophys_experiment_id,equipment_name,full_genotype,mouse_id,reporter_line,driver_line,sex,age_in_days,cre_line,indicator,session_number,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,ophys_session_id,behavior_session_id,ophys_container_id,project_code,imaging_depth,targeted_structure,date_of_acquisition,session_type,experience_level,passive,image_set,file_id,cell_type
974994101,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,484627,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",M,115,Slc17a7-IRES2-Cre,GCaMP6f,6,1,2,5,974486549,974634733,1018027834,VisualBehaviorMultiscope,83,VISl,43769.35146,OPHYS_6_images_B,Novel >1,FALSE,B,1085397971,Excitatory
903485705,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,139,Slc17a7-IRES2-Cre,GCaMP6f,1,2,34,4,902884228,902995627,1018027650,VisualBehaviorMultiscope,275,VISp,43656.50625,OPHYS_1_images_A,Familiar,FALSE,A,1085400085,Excitatory
903485710,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,139,Slc17a7-IRES2-Cre,GCaMP6f,1,2,34,4,902884228,902995627,1018027654,VisualBehaviorMultiscope,375,VISp,43656.50625,OPHYS_1_images_A,Familiar,FALSE,A,1085400193,Excitatory
903485708,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,139,Slc17a7-IRES2-Cre,GCaMP6f,1,2,34,4,902884228,902995627,1018027647,VisualBehaviorMultiscope,175,VISp,43656.50625,OPHYS_1_images_A,Familiar,FALSE,A,1085400281,Excitatory
903485716,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,139,Slc17a7-IRES2-Cre,GCaMP6f,1,2,34,4,902884228,902995627,1018027660,VisualBehaviorMultiscope,175,VISl,43656.50625,OPHYS_1_images_A,Familiar,FALSE,A,1085400195,Excitatory
903485714,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,139,Slc17a7-IRES2-Cre,GCaMP6f,1,2,34,4,902884228,902995627,1018027663,VisualBehaviorMultiscope,275,VISl,43656.50625,OPHYS_1_images_A,Familiar,FALSE,A,1085400167,Excitatory
903485720,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,139,Slc17a7-IRES2-Cre,GCaMP6f,1,2,34,4,902884228,902995627,1018027657,VisualBehaviorMultiscope,75,VISl,43656.50625,OPHYS_1_images_A,Familiar,FALSE,A,1085400149,Excitatory
905955207,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,141,Slc17a7-IRES2-Cre,GCaMP6f,3,1,36,6,904771513,904922800,1018027647,VisualBehaviorMultiscope,175,VISp,43658.51533,OPHYS_3_images_A,Familiar,FALSE,A,1085398049,Excitatory
905955204,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,141,Slc17a7-IRES2-Cre,GCaMP6f,3,1,36,6,904771513,904922800,1018027650,VisualBehaviorMultiscope,275,VISp,43658.51533,OPHYS_3_images_A,Familiar,FALSE,A,1085397994,Excitatory
905955219,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,141,Slc17a7-IRES2-Cre,GCaMP6f,3,1,36,6,904771513,904922800,1018027657,VisualBehaviorMultiscope,75,VISl,43658.51533,OPHYS_3_images_A,Familiar,FALSE,A,1085398996,Excitatory
905955209,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,141,Slc17a7-IRES2-Cre,GCaMP6f,3,1,36,6,904771513,904922800,1018027654,VisualBehaviorMultiscope,375,VISp,43658.51533,OPHYS_3_images_A,Familiar,FALSE,A,1085397956,Excitatory
905955213,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,141,Slc17a7-IRES2-Cre,GCaMP6f,3,1,36,6,904771513,904922800,1018027663,VisualBehaviorMultiscope,275,VISl,43658.51533,OPHYS_3_images_A,Familiar,FALSE,A,1085398031,Excitatory
905955215,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,141,Slc17a7-IRES2-Cre,GCaMP6f,3,1,36,6,904771513,904922800,1018027660,VisualBehaviorMultiscope,175,VISl,43658.51533,OPHYS_3_images_A,Familiar,FALSE,A,1085398041,Excitatory
906910623,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,144,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,7,906521029,906658064,1018027660,VisualBehaviorMultiscope,173,VISl,43661.46899,OPHYS_4_images_B,Novel 1,FALSE,B,1085398793,Excitatory
906910616,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,144,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,7,906521029,906658064,1018027654,VisualBehaviorMultiscope,375,VISp,43661.46899,OPHYS_4_images_B,Novel 1,FALSE,B,1085398759,Excitatory
906910627,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,144,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,7,906521029,906658064,1018027657,VisualBehaviorMultiscope,75,VISl,43661.46899,OPHYS_4_images_B,Novel 1,FALSE,B,1085398755,Excitatory
906910612,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,144,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,7,906521029,906658064,1018027650,VisualBehaviorMultiscope,275,VISp,43661.46899,OPHYS_4_images_B,Novel 1,FALSE,B,1085398870,Excitatory
906910621,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,144,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,7,906521029,906658064,1018027663,VisualBehaviorMultiscope,275,VISl,43661.46899,OPHYS_4_images_B,Novel 1,FALSE,B,1085398787,Excitatory
906910614,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,144,Slc17a7-IRES2-Cre,GCaMP6f,4,0,0,7,906521029,906658064,1018027647,VisualBehaviorMultiscope,175,VISp,43661.46899,OPHYS_4_images_B,Novel 1,FALSE,B,1085398889,Excitatory
908381652,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,146,Slc17a7-IRES2-Cre,GCaMP6f,6,0,2,9,907991198,908122381,1018027650,VisualBehaviorMultiscope,275,VISp,43663.47682,OPHYS_6_images_B,Novel >1,FALSE,B,1085401278,Excitatory
908381668,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,146,Slc17a7-IRES2-Cre,GCaMP6f,6,0,2,9,907991198,908122381,1018027657,VisualBehaviorMultiscope,67,VISl,43663.47682,OPHYS_6_images_B,Novel >1,FALSE,B,1085401173,Excitatory
908381660,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,146,Slc17a7-IRES2-Cre,GCaMP6f,6,0,2,9,907991198,908122381,1018027663,VisualBehaviorMultiscope,275,VISl,43663.47682,OPHYS_6_images_B,Novel >1,FALSE,B,1085401204,Excitatory
908381656,MESO.1,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,456915,Ai93(TITL-GCaMP6f),"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",F,146,Slc17a7-IRES2-Cre,GCaMP6f,6,0,2,9,907991198,908122381,1018027654,VisualBehaviorMultiscope,371,VISp,43663.47682,OPHYS_6_images_B,Novel >1,FALSE,B,1085401224,Excitatory
866518316,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,448366,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,115,Sst-IRES-Cre,GCaMP6f,1,0,9,0,866197765,866336764,1018028426,VisualBehaviorMultiscope,150,VISp,43595.5437,OPHYS_1_images_A,Familiar,FALSE,A,1085397954,Sst Inhibitory
868870097,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,448366,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,120,Sst-IRES-Cre,GCaMP6f,1,1,12,3,868688430,868819048,1018028423,VisualBehaviorMultiscope,75,VISp,43600.57972,OPHYS_1_images_A,Familiar,FALSE,A,1085398045,Sst Inhibitory
868870085,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,448366,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,120,Sst-IRES-Cre,GCaMP6f,1,1,12,3,868688430,868819048,1018028429,VisualBehaviorMultiscope,225,VISp,43600.57972,OPHYS_1_images_A,Familiar,FALSE,A,1085398009,Sst Inhibitory
868870092,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,448366,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,120,Sst-IRES-Cre,GCaMP6f,1,1,12,3,868688430,868819048,1018028426,VisualBehaviorMultiscope,154,VISp,43600.57972,OPHYS_1_images_A,Familiar,FALSE,A,1085398017,Sst Inhibitory
871196365,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,448366,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,122,Sst-IRES-Cre,GCaMP6f,3,1,14,5,870762788,870960908,1018028429,VisualBehaviorMultiscope,225,VISp,43602.51322,OPHYS_3_images_A,Familiar,FALSE,A,1085397726,Sst Inhibitory
871196367,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,448366,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,122,Sst-IRES-Cre,GCaMP6f,3,1,14,5,870762788,870960908,1018028426,VisualBehaviorMultiscope,150,VISp,43602.51322,OPHYS_3_images_A,Familiar,FALSE,A,1085397911,Sst Inhibitory
871196371,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,448366,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,122,Sst-IRES-Cre,GCaMP6f,3,1,14,5,870762788,870960908,1018028423,VisualBehaviorMultiscope,75,VISp,43602.51322,OPHYS_3_images_A,Familiar,FALSE,A,1085397884,Sst Inhibitory
875587489,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,448366,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,128,Sst-IRES-Cre,GCaMP6f,6,0,2,8,874616920,874808131,1018028429,VisualBehaviorMultiscope,225,VISp,43608.53014,OPHYS_6_images_B,Novel >1,FALSE,B,1085394032,Sst Inhibitory
875587491,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,448366,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,128,Sst-IRES-Cre,GCaMP6f,6,0,2,8,874616920,874808131,1018028426,VisualBehaviorMultiscope,156,VISp,43608.53014,OPHYS_6_images_B,Novel >1,FALSE,B,1085394059,Sst Inhibitory
875587495,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,448366,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,128,Sst-IRES-Cre,GCaMP6f,6,0,2,8,874616920,874808131,1018028423,VisualBehaviorMultiscope,83,VISp,43608.53014,OPHYS_6_images_B,Novel >1,FALSE,B,1085393859,Sst Inhibitory
975608402,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,124,Sst-IRES-Cre,GCaMP6f,1,0,25,0,975452945,975498864,1018028215,VisualBehaviorMultiscope,235,VISl,43770.61171,OPHYS_1_images_A,Familiar,FALSE,A,1085394168,Sst Inhibitory
975608390,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,124,Sst-IRES-Cre,GCaMP6f,1,0,25,0,975452945,975498864,1018028206,VisualBehaviorMultiscope,300,VISp,43770.61171,OPHYS_1_images_A,Familiar,FALSE,A,1085394160,Sst Inhibitory
975608398,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,124,Sst-IRES-Cre,GCaMP6f,1,0,25,0,975452945,975498864,1018028218,VisualBehaviorMultiscope,300,VISl,43770.61171,OPHYS_1_images_A,Familiar,FALSE,A,1085394173,Sst Inhibitory
975608392,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,124,Sst-IRES-Cre,GCaMP6f,1,0,25,0,975452945,975498864,1018028199,VisualBehaviorMultiscope,150,VISp,43770.61171,OPHYS_1_images_A,Familiar,FALSE,A,1085394148,Sst Inhibitory
976300297,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,127,Sst-IRES-Cre,GCaMP6f,1,1,26,1,976167513,976215999,1018028199,VisualBehaviorMultiscope,144,VISp,43773.60291,OPHYS_1_images_A,Familiar,FALSE,A,1085399962,Sst Inhibitory
976300295,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,127,Sst-IRES-Cre,GCaMP6f,1,1,26,1,976167513,976215999,1018028206,VisualBehaviorMultiscope,320,VISp,43773.60291,OPHYS_1_images_A,Familiar,FALSE,A,1085399956,Sst Inhibitory
976300305,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,127,Sst-IRES-Cre,GCaMP6f,1,1,26,1,976167513,976215999,1018028212,VisualBehaviorMultiscope,150,VISl,43773.60291,OPHYS_1_images_A,Familiar,FALSE,A,1085399921,Sst Inhibitory
976300303,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,127,Sst-IRES-Cre,GCaMP6f,1,1,26,1,976167513,976215999,1018028218,VisualBehaviorMultiscope,284,VISl,43773.60291,OPHYS_1_images_A,Familiar,FALSE,A,1085399978,Sst Inhibitory
976300307,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,127,Sst-IRES-Cre,GCaMP6f,1,1,26,1,976167513,976215999,1018028215,VisualBehaviorMultiscope,225,VISl,43773.60291,OPHYS_1_images_A,Familiar,FALSE,A,1085399960,Sst Inhibitory
976300299,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,127,Sst-IRES-Cre,GCaMP6f,1,1,26,1,976167513,976215999,1018028202,VisualBehaviorMultiscope,225,VISp,43773.60291,OPHYS_1_images_A,Familiar,FALSE,A,1085399958,Sst Inhibitory
977978319,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,129,Sst-IRES-Cre,GCaMP6f,3,0,28,3,977760370,977870164,1018028206,VisualBehaviorMultiscope,321,VISp,43775.57734,OPHYS_3_images_A,Familiar,FALSE,A,1085399812,Sst Inhibitory
977978331,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,129,Sst-IRES-Cre,GCaMP6f,3,0,28,3,977760370,977870164,1018028215,VisualBehaviorMultiscope,225,VISl,43775.57734,OPHYS_3_images_A,Familiar,FALSE,A,1085399905,Sst Inhibitory
977978329,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,129,Sst-IRES-Cre,GCaMP6f,3,0,28,3,977760370,977870164,1018028212,VisualBehaviorMultiscope,150,VISl,43775.57734,OPHYS_3_images_A,Familiar,FALSE,A,1085399901,Sst Inhibitory
977978327,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,129,Sst-IRES-Cre,GCaMP6f,3,0,28,3,977760370,977870164,1018028218,VisualBehaviorMultiscope,285,VISl,43775.57734,OPHYS_3_images_A,Familiar,FALSE,A,1085396861,Sst Inhibitory
977978323,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,129,Sst-IRES-Cre,GCaMP6f,3,0,28,3,977760370,977870164,1018028202,VisualBehaviorMultiscope,221,VISp,43775.57734,OPHYS_3_images_A,Familiar,FALSE,A,1085399912,Sst Inhibitory
977978321,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,129,Sst-IRES-Cre,GCaMP6f,3,0,28,3,977760370,977870164,1018028199,VisualBehaviorMultiscope,145,VISp,43775.57734,OPHYS_3_images_A,Familiar,FALSE,A,1085399886,Sst Inhibitory
978296104,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,130,Sst-IRES-Cre,GCaMP6f,4,0,0,4,978201478,978216799,1018028202,VisualBehaviorMultiscope,228,VISp,43776.58949,OPHYS_4_images_B,Novel 1,FALSE,B,1085398075,Sst Inhibitory
978296100,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,130,Sst-IRES-Cre,GCaMP6f,4,0,0,4,978201478,978216799,1018028206,VisualBehaviorMultiscope,320,VISp,43776.58949,OPHYS_4_images_B,Novel 1,FALSE,B,1085398071,Sst Inhibitory
978296102,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,130,Sst-IRES-Cre,GCaMP6f,4,0,0,4,978201478,978216799,1018028199,VisualBehaviorMultiscope,149,VISp,43776.58949,OPHYS_4_images_B,Novel 1,FALSE,B,1085398080,Sst Inhibitory
978296114,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,130,Sst-IRES-Cre,GCaMP6f,4,0,0,4,978201478,978216799,1018028215,VisualBehaviorMultiscope,225,VISl,43776.58949,OPHYS_4_images_B,Novel 1,FALSE,B,1085397984,Sst Inhibitory
978296110,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,130,Sst-IRES-Cre,GCaMP6f,4,0,0,4,978201478,978216799,1018028218,VisualBehaviorMultiscope,287,VISl,43776.58949,OPHYS_4_images_B,Novel 1,FALSE,B,1085398086,Sst Inhibitory
981178542,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,135,Sst-IRES-Cre,GCaMP6f,6,0,2,6,980062339,980261694,1018028215,VisualBehaviorMultiscope,213,VISl,43781.59122,OPHYS_6_images_B,Novel >1,FALSE,B,1085394251,Sst Inhibitory
981178539,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,135,Sst-IRES-Cre,GCaMP6f,6,0,2,6,980062339,980261694,1018028212,VisualBehaviorMultiscope,150,VISl,43781.59122,OPHYS_6_images_B,Novel >1,FALSE,B,1085394219,Sst Inhibitory
981178526,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,135,Sst-IRES-Cre,GCaMP6f,6,0,2,6,980062339,980261694,1018028206,VisualBehaviorMultiscope,320,VISp,43781.59122,OPHYS_6_images_B,Novel >1,FALSE,B,1085394228,Sst Inhibitory
981178532,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,135,Sst-IRES-Cre,GCaMP6f,6,0,2,6,980062339,980261694,1018028202,VisualBehaviorMultiscope,218,VISp,43781.59122,OPHYS_6_images_B,Novel >1,FALSE,B,1085394076,Sst Inhibitory
982343732,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,136,Sst-IRES-Cre,GCaMP6f,6,1,3,7,981845703,981954859,1018028202,VisualBehaviorMultiscope,220,VISp,43782.56662,OPHYS_6_images_B,Novel >1,FALSE,B,1085394245,Sst Inhibitory
982343738,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,136,Sst-IRES-Cre,GCaMP6f,6,1,3,7,981845703,981954859,1018028212,VisualBehaviorMultiscope,158,VISl,43782.56662,OPHYS_6_images_B,Novel >1,FALSE,B,1085394216,Sst Inhibitory
982343736,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,136,Sst-IRES-Cre,GCaMP6f,6,1,3,7,981845703,981954859,1018028218,VisualBehaviorMultiscope,292,VISl,43782.56662,OPHYS_6_images_B,Novel >1,FALSE,B,1085394273,Sst Inhibitory
982343730,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,136,Sst-IRES-Cre,GCaMP6f,6,1,3,7,981845703,981954859,1018028199,VisualBehaviorMultiscope,148,VISp,43782.56662,OPHYS_6_images_B,Novel >1,FALSE,B,1085394208,Sst Inhibitory
982343728,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,136,Sst-IRES-Cre,GCaMP6f,6,1,3,7,981845703,981954859,1018028206,VisualBehaviorMultiscope,322,VISp,43782.56662,OPHYS_6_images_B,Novel >1,FALSE,B,1085394241,Sst Inhibitory
982343741,MESO.1,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,482853,Ai148(TIT2L-GC6f-ICL-tTA2),['Sst-IRES-Cre'],M,136,Sst-IRES-Cre,GCaMP6f,6,1,3,7,981845703,981954859,1018028215,VisualBehaviorMultiscope,229,VISl,43782.56662,OPHYS_6_images_B,Novel >1,FALSE,B,1085393932,Sst Inhibitory
